smiles,pka_acidic,group
O=C(O)C=C=Cc1ccccc1,3.7,None
COc1c(C(=O)O)oc2ccccc12,3.7,None
CC(C)(C(=O)O)c1nnnn1C1CCCCC1,3.7,None
O=C(O)c1cccc2ccccc12,3.7,None
O=C(O)c1cccc2cc3ccccc3cc12,3.7,None
O=C(O)c1csc(Br)c1,3.7,None
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,3.7,None
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,3.7,None
CCC(=O)c1nc(C(=O)O)cs1,3.7,None
CC(=O)S,3.71,None
CN(C)C(=S)NCC(=O)O,3.71,None
CC(C)SCC(=O)O,3.72,None
O=C(O)Cc1ccco1,3.72,None
COc1cccc(C(=O)O)c1C,3.72,None
CCOc1cccc(C(=O)O)c1C,3.73,None
Brc1ccc(-c2nnn[nH]2)cc1,3.73,None
O=C(O)c1cccccc1=O,3.73,None
O=C(O)CSCc1ccccc1,3.73,None
O=C(O)c1cccc(-c2nnn[nH]2)c1,3.74,None
Cc1cc(Cl)ccc1C(=O)O,3.75,None
O=C(O)C[Se]c1ccccc1,3.75,None
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,3.75,None
CC12CCC(C(C(=O)O)C1=O)C2(C)C,3.76,None
CC(C)(C)OC(=O)NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1,3.76,None
CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.76,None
CC(C)(O)C(C(=O)O)c1ccc(C2CCCCC2)cc1,3.76,None
O=C1COC(=O)C1,3.76,None
CSC(C)C(=O)O,3.76,None
Cc1ccc(C(=O)O)s1,3.76,None
Cc1cc(Br)ccc1C(=O)O,3.77,None
O=C(O)CSc1ccc(S)cc1,3.77,None
CC(C)SC(C)C(=O)O,3.78,None
N#CC(CC(=O)O)c1ccccc1,3.79,None
O=C(O)c1cccc(Br)c1,3.79,None
Cc1cc(I)ccc1C(=O)O,3.79,None
Cc1ccccc1[Se]CC(=O)O,3.79,None
O=C(O)c1cc2ccccc2[nH]1,3.79,None
O=C(O)CSCCc1ccccc1,3.8,None
CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.8,None
CCSC(C)C(=O)O,3.8,None
O=C(O)c1csc(Cl)c1,3.8,None
C[N+](C)(C)CC(O)CC(=O)O,3.8,None
O=C(O)c1cccc(Cl)c1,3.8,None
CC(=O)c1ccc(CC(=O)O)s1,3.8,None
COc1cc2ccccc2cc1C(=O)O,3.82,None
Cc1c(Cn2cc[nH+]c2)sc2ccc(C(=O)O)cc12,3.82,None
CCCSC(C)C(=O)O,3.82,None
Cc1c[n+](C2CC(O)C(CO)O2)c(O)nc1NCCc1ccccc1,3.83,None
[NH3+]CCC=CC(=O)O,3.83,None
Brc1ccccc1-c1nnn[nH]1,3.83,None
Cc1c(O)cccc1C(=O)O,3.83,None
O=C(O)c1cc[nH]n1,3.84,None
O=C(O)C1CCCCO1,3.84,None
COc1ccc(C)c(C(=O)O)c1,3.84,None
COc1c(C)cccc1C(=O)O,3.84,None
CC(=O)c1cccc(C(=O)O)c1,3.84,None
O=C(O)Cc1cccs1,3.85,None
CNc1cc[n+](O)cc1,3.85,None
COCc1ccccc1C(=O)O,3.85,None
CCC(C(=O)O)C(=O)N1CCCCC1,3.86,None
O=C(O)CCBr,3.86,None
N#CC1CCCCC1C(=O)O,3.86,None
O=C(O)C1(O)CCC1,3.88,None
Ic1ccc(-c2nnn[nH]2)cc1,3.88,None
CC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)C(C)C,3.89,None
O=C(O)Cc1ccc(Cl)s1,3.89,None
CSc1ccccc1C(=O)O,3.89,None
ONc1cc[n+](O)c2ccccc12,3.89,None
CC1OC([n+]2ccc(N)nc2O)CCC1OC1OC(C)C([NH+](C)C)C(O)C1O,3.9,None
On1nnc2c(Cl)cccc21,3.9,None
CN(C)c1cc[n+](O)cc1,3.9,None
O=C(O)c1cccc(F)c1,3.9,None
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.9,None
N#CC(CC(=O)O)Cc1ccccc1,3.91,None
COc1cccc(-c2nnn[nH]2)c1,3.91,None
N#CCCC(C(=O)O)c1ccccc1,3.92,None
CC[NH2+]CCCC(=O)O,3.92,None
Cc1ccc(O)cc1C(=O)O,3.92,None
O=C(O)CC1NC(=O)CNC1=O,3.93,None
C[NH+]1C2CC=C(C(=O)O)C1CC2,3.93,None
O=C(O)c1ccoc1,3.94,None
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94,None
CC(C)(C(=O)O)C(C#N)c1ccccc1,3.95,None
CCN(CC)C(=S)S,3.95,None
CC(C#N)CC(=O)O,3.95,None
CC(C)=C(C(N)=O)C(=O)O,3.95,None
O=C(O)C12CCC(C1)C2,3.96,None
O=C(O)c1cccc(S)c1,3.96,None
Cc1ccc(C(=O)O)cc1Br,3.96,None
CC(C#N)C(C)(C)C(=O)O,3.97,None
On1nnc2ccc(C(F)(F)F)cc21,3.97,None
Cc1ccc(C)c(C(=O)O)c1,3.97,None
CNC(=O)C=CC(=O)O,3.98,None
O=C(O)c1ccc(Cl)cc1,3.98,None
O=C1Cc2c1ccc(O)c2[N+](=O)[O-],3.98,None
[NH3+]CCc1nnn[nH]1,3.99,None
Cc1cc(C(=O)O)n[nH]1,3.99,None
O=C(O)c1ccc(Br)cc1,3.99,None
Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,4,None
O=C(O)CCc1c[nH]c[nH+]1,4,None
CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.01,None
Nc1nc(O)cc[nH+]1,4.01,None
Oc1cc(-c2ccccc2)no1,4.01,None
C[N+](C)(C)CCCC(=O)O,4.02,None
C[NH2+]CCCC(=O)O,4.03,None
Cc1cc(C(=O)O)ccc1Br,4.03,None
CNc1nc(O)[n+](C2CC(O)C(CO)O2)cc1C,4.04,None
O=C(O)CCCl,4.04,None
Oc1cc[nH+]cc1,4.04,None
CC(C)(C#N)CC(=O)O,4.04,None
O=C(O)C1(O)CCCCCC1,4.04,None
[NH3+]CC#CC#CCCC(=O)O,4.05,None
[NH3+]CCCC(=O)O,4.06,None
Cc1ccc(C(=O)O)cc1Cl,4.06,None
NC(=O)Cc1ccc(C(=O)O)cc1,4.06,None
O=C(O)CP,4.07,None
O=C(O)Cc1ccoc1,4.07,None
Cc1cc(C(=O)O)ccc1Cl,4.07,None
Cc1c(Cn2cc[nH+]c2)n(C)c2ccc(C(=O)O)cc12,4.08,None
O=C(O)C1CC1Br,4.09,None
Cc1c(Cl)ccc2c1nnn2O,4.09,None
Cc1ccccc1-c1nnn[nH]1,4.09,None
CCOC(=O)c1c[nH+]c2cc([N+](=O)[O-])ccc2c1O,4.1,None
CCC([N+](=O)[O-])=[N+]([O-])O,4.1,None
O=c1cc(O)c2ccccc2o1,4.1,None
C[N+]1(CCCC(=O)O)CCCCC1,4.11,None
O=C(O)C1(O)CCCC1,4.11,None
[NH3+]CCCC#CC#CCCC(=O)O,4.12,None
[NH3+]CCC#CC#CCCC(=O)O,4.12,None
CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.13,None
CC([NH3+])CCC(=O)O,4.13,None
COc1cc(C(=O)O)ccc1C,4.13,None
O=C(O)C=CCCl,4.14,None
CC(C)Oc1cccc(C(=O)O)c1,4.15,None
CC(P)C(=O)O,4.15,None
On1nnc2ccc(Cl)cc21,4.15,None
Cc1cccc(-c2nnn[nH]2)c1,4.15,None
CC(=O)c1ccccc1C(=O)O,4.15,None
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,4.16,None
CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.16,None
O=C(O)c1ccc(F)cc1,4.16,None
[NH3+]CCCCCC#CC#CCCC(=O)O,4.17,None
Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,4.17,None
O=C(O)c1ccc2cc3ccccc3cc2c1,4.18,None
Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,4.18,None
On1nnc2cc(Cl)ccc21,4.18,None
O=C(O)c1ccc(CO)cc1,4.18,None
Cc1ccc(C(=O)O)c(C)c1,4.18,None
COCc1ccc(C(=O)O)cc1,4.18,None
O=C(O)c1coc2ccccc12,4.18,None
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)C1CCCCC1,4.19,None
Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.19,None
CCc1cc(C(=O)O)cs1,4.19,None
Cc1cc([N+](=O)[O-])c(C(C)C)cc1O,4.2,None
Cc1cccc2oc(=O)cc(O)c12,4.2,None
N#CC(C#N)=C(C#N)Nc1ccc(C(=O)O)cc1,4.2,None
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.2,None
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,4.2,None
CC#CC=CC(=O)O,4.2,None
CC1(C)CC(=O)CC1=O,4.2,None
CC1(C)C(=O)CC(=O)CC1=O,4.2,None
COc1cc(C(=O)O)cc(OC)c1O,4.2,None
[NH3+]CCCCCCC#CC#CCCC(=O)O,4.21,None
Cc1ccc(S(=O)(=O)NC(=O)OCc2ccccc2)cc1,4.21,None
O=C(O)C12CC3CC(CC(F)(C3)C1)C2,4.22,None
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.22,None
NC(=O)C(CC(=O)O)c1ccccc1,4.23,None
O=C(O)CCP,4.23,None
OCC[NH+](CCc1nnn[nH]1)CCc1nnn[nH]1,4.23,None
CSc1ccc(C(=O)O)cc1,4.23,None
O=C(O)C(CO)c1ccccc1,4.23,None
CCCOc1ccccc1C(=O)O,4.24,None
C[Si](C)(C)c1cccc(C(=O)O)c1,4.24,None
O=C(O)Cc1cccc2ccccc12,4.24,None
O=C(O)C(c1ccc(C2CCCCC2)cc1)C(O)c1ccccc1,4.24,None
Cc1cc(C(=O)O)cs1,4.24,None
CC(C)(C)P(=O)(O)C(C)(C)C,4.24,None
O=C(O)c1csc2ccccc12,4.24,None
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,4.19,None
C=CC(=O)O,4.25,None
O=C(O)C1CCCOC1,4.25,None
O=C(O)Cc1ccc2ccccc2c1,4.26,None
[NH3+]CCCCC(=O)O,4.26,None
O=C(O)CCCc1c[nH]c[nH+]1,4.26,None
C[Si](C)(C)c1ccc(C(=O)O)cc1,4.27,None
O=C(O)c1[nH]c[nH+]c1C(=O)[O-],4.27,None
O=C(O)Cc1ccccc1,4.27,None
N#CC(C#N)=C(O)c1ccc(N)cc1,4.28,None
CC=CCC(=O)O,4.28,None
Oc1ccc(-c2nnn[nH]2)cc1,4.28,None
C[N+](C)(C)N=C(O)c1ccccc1,4.29,None
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1,4.29,None
CCC1C(=O)COC1=O,4.29,None
CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.3,None
CCC1OC(=O)C(C)C(O)C(C)C(OC2OC(C)CC([N+](C)(C)O)C2O)C2(C)CC(C)C3(OC1(C)C=C3C)O2,4.3,None
NC(=O)C(CCC(=O)O)NC=O,4.3,None
Cc1cc(C)cc(C(=O)O)c1,4.3,None
CC(=O)N1CCc2noc(O)c2CC1,4.3,None
CC(C)c1ccc(C(=O)O)cc1,4.31,None
O=C(O)C=Cc1ccoc1,4.31,None
O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4.32,None
Cc1ccc(C(=O)O)cc1O,4.32,None
Cc1c(C(=O)O)[nH]c2ccccc12,4.33,None
C[N+]1(CCCCC(=O)O)CCCCC1,4.33,None
C=CCC(=O)O,4.33,None
O=C(O)CCc1cccs1,4.34,None
CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,4.35,None
O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,4.35,None
COc1ccc(C(=O)O)cc1C,4.35,None
C[N+](C)(C)c1cc([N+](=O)[O-])ccc1O,4.35,None
CC(C)(C)c1ccc(C(=O)O)cc1,4.36,None
CC(C)(C)OOCCC(=O)O,4.36,None
Oc1ccccc1-c1nnn[nH]1,4.36,None
O=C(O)CCc1ccco1,4.36,None
[NH3+]CCCCCC(=O)O,4.37,None
Cc1cc(N(C)C)cc[n+]1O,4.37,None
Cc1ccc(C(=O)O)cc1,4.37,None
c1ccc(CCNc2ncnc3[nH]ncc23)cc1,4.38,None
COc1cc(C)ccc1C(=O)O,4.38,None
O=C(O)Cc1c[nH]c2ccccc12,4.39,None
CC1=C(C)C(C(C)C(=O)O)CC1=O,4.4,None
Cc1c[n+](C2CC(O)C(CO)O2)c(O)nc1N,4.4,None
N#CC(CCC(=O)O)c1ccccc1,4.4,None
CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,4.4,None
C=C(C)C=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,4.4,None
O=C1OCC(O)=C1O,4.4,None
O=C(O)CC(O)c1ccccc1,4.4,None
CC(=O)C1CC=CCC1C(=O)O,4.4,None
O=C(O)C1=CC=CC=CC=C1,4.4,None
O=C(O)C1CC1c1cccc([N+](=O)[O-])c1,4.41,None
Cc1ccc(C(=O)O)cc1C,4.41,None
O=C(O)c1ccc(C2CC2)cc1,4.42,None
C[N+]1(CCCCCC(=O)O)CCCCC1,4.44,None
O=C(O)c1ccc(OCc2ccccc2)cc1,4.44,None
O=C1C(O)=C(C=Cc2ccccc2)C(=O)c2ccccc21,4.44,None
O=C(O)CCc1ccoc1,4.44,None
C=CCOc1ccc(C(=O)O)cc1,4.45,None
COC1=CC2CCC1(C(=O)O)CC2,4.45,None
N#CC(C#N)=C(C#N)Nc1ccc(Br)cc1,4.45,None
Cn1cnc2c1NC=NS2(=O)=O,4.45,None
COc1ccc(C(=O)O)cc1,4.45,None
O=C(O)Cc1ccc(-c2ccccc2)cc1,4.46,None
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,4.46,None
O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,4.46,None
O=C(O)c1ccc(N=Cc2ccccc2)cc1,4.47,None
CCCCOc1ccc(C(=O)O)cc1,4.48,None
O=C(O)CCC(=O)c1cccc2ccccc12,4.48,None
CCCCCOc1ccc(C(=O)O)cc1,4.49,None
COc1cc(OC)c2c(c1Cl)OC1(C(=O)CC(=O)CC1C)C2=O,4.49,None
Nc1nc(N)[nH+]c(O)n1,4.5,None
CC(O)CC(=O)O,4.5,None
CCCCC=[N+]([O-])O,4.5,None
COCC1=C(C(=O)O)CCC1,4.5,None
[NH3+]CCCCCCCC(=O)O,4.5,None
O=C(O)C1CC1c1cccc(Cl)c1,4.51,None
Nc1nc(O)[nH+]c2nc[nH]c12,4.51,None
Cn1cccc1C(=O)O,4.51,None
O=C(O)c1ccc(Oc2ccccc2)cc1,4.52,None
Clc1c(Cl)c(Cl)c2[nH]nnc2c1Cl,4.52,None
O=C(O)C1CC1c1ccc(Cl)cc1,4.53,None
CC(=O)Nc1nnn[nH]1,4.53,None
O=C(O)CCCP,4.53,None
[NH3+]CCCCCCCCC(=O)O,4.53,None
[NH3+]C1CONC1=O,4.54,None
Cc1[nH]c(C(=O)[O-])c(C(=O)O)[nH+]1,4.54,None
O=C(O)C1=C(CO)CCC1,4.54,None
COc1ccc(C(=O)O)c(C)c1,4.54,None
O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54,None
Nc1ccc(-c2nnn[nH]2)cc1,4.55,None
C=C=C(C)C(C)(C)C(=O)O,4.55,None
Cc1ccc(C=CC(=O)O)cc1,4.56,None
O=Cc1ccccc1C(=O)O,4.56,None
[NH3+]CCCCCCCCCC(=O)O,4.57,None
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.57,None
O=CCC=O,4.57,None
Cc1nn(-c2ccccc2)cc1C(=O)O,4.58,None
C#CCCCCC(=O)O,4.58,None
O=C(O)C1C2C=CC1CC2,4.58,None
COCC1=C(C(=O)O)C2C=CC1C2,4.59,None
CC1CCCC(C(C)C(=O)O)C1,4.59,None
C[NH+](C)CCc1nnn[nH]1,4.59,None
O=C(O)CCc1ccccc1,4.59,None
O=C(O)C=Cc1ccc2c(c1)OCO2,4.6,None
Cc1ccc(C2CC2C(=O)O)cc1,4.6,None
Cc1cccc(CCCCCCCC(=O)O)[nH+]1,4.6,None
CC1[NH2+]C(CCCCCCCC(=O)O)CCC1O,4.6,None
S=c1[nH]cnc2nn[nH]c12,4.6,None
On1nnc2ccccc21,4.6,None
Cc1c[nH]c(C(=O)O)c1,4.6,None
C#CCCCC(=O)O,4.6,None
O=C(O)CCCOC(=O)CCCBr,4.6,None
COc1ccc(C2CC2C(=O)O)cc1,4.62,None
[NH3+]CCCCCCCCCCC(=O)O,4.62,None
CC(=O)CCC(=O)O,4.63,None
CC(=O)C1CC(C(=O)O)C1(C)C,4.63,None
NC(=O)C(CCC(=O)O)c1ccccc1,4.64,None
O=[N+]([O-])c1ccc(S)cc1,4.64,None
Cc1cc(C(=O)O)c(C)o1,4.64,None
CCOc1ccc(C(=O)O)cc1,4.64,None
[NH3+]CCCCCCCCCCCC(=O)O,4.65,None
O=C(O)CCc1ccc(Cl)cc1,4.65,None
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C,4.66,None
C=C(C)C(=O)O,4.66,None
CC(=O)CCCC(=O)O,4.66,None
Cc1[nH]c2ccccc2c1CC(=O)O,4.67,None
Cc1cc(C(CC(=O)O)c2ccccc2)ccc1O,4.67,None
C=CCCC(=O)O,4.68,None
CC(=O)C(=O)CC(=O)C(C)=O,4.68,None
Cc1cc(C(=O)O)ccc1O,4.68,None
CCOC(=O)N1CCc2noc(O)c2CC1,4.7,None
C=CC[NH2+]CCCCCCCCCCC(=O)O,4.7,None
O=C(O)CC(c1ccccc1)c1ccccc1Cl,4.7,None
CC(C)C=CC(=O)O,4.7,None
Cc1ccc(O)c2[n+]1CCS2,4.7,None
CC(C)=C=CC(C)(C)C(=O)O,4.7,None
CCCC=CC(=O)O,4.71,None
Cc1cc(O)ccc1C(=O)O,4.71,None
COc1ccc(CCC(=O)O)cc1,4.72,None
CCNC(=O)C=C([70SH])c1ccccc1,4.73,None
CCC(CC)C(=O)O,4.73,None
Cc1ccc(CCC(=O)O)cc1,4.74,None
O=[N+]([O-])Nc1ccccc1,4.74,None
C#CC#CC#CCC(O)CCC(=O)O,4.75,None
Cc1cc(C)c2c(O)c(CC(=O)O)oc2c1,4.75,None
CC(C)C(=O)O,4.76,None
CCCCC(CC)C(=O)O,4.76,None
Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,4.77,None
CCCC(C(CC)CO)C(CC)C(=O)O,4.78,None
CC=CC1=C(O)C(=O)c2ccccc2C1=O,4.78,None
CC=CC(=O)O,4.79,None
CC(C)CC(=O)O,4.79,None
O=C(O)C1CCC1,4.79,None
COc1ccccc1CCC(=O)O,4.8,None
C#CC#CC=C=CC(O)CCC(=O)O,4.8,None
CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,4.8,None
CCCC(=O)O,4.8,None
C=C(CCCC)C(=O)O,4.8,None
COc1ccccc1-c1nnn[nH]1,4.8,None
CC(=O)NS(=O)(=O)c1ccc(C)cc1,4.8,None
CC(=O)C1CC(CC(=O)O)C1(C)C,4.82,None
CCCCC(=O)O,4.82,None
O=C(O)CCCCC1CCSS1,4.82,None
CC(O)C1CC(CC(=O)O)C1(C)C,4.83,None
O=C(O)C1CC1,4.83,None
CC(C)(C)CCC(=O)O,4.83,None
Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCOCC1,4.84,None
CC(C)CCC(=O)O,4.84,None
Nc1ccc(C(=O)O)cc1,4.84,None
O=P([O-])(O)c1cn2c([nH+]1)C(O)C(O)C(O)C2CO,4.84,None
C[n+]1c2ccccc2nc2c(O)cccc21,4.85,None
CCCCCC(=O)O,4.85,None
O=S(=O)(Nc1ccccc1)C(F)(F)F,4.85,None
O=C(O)C1C2CCC1CC2,4.85,None
CCCCCCC(=O)O,4.86,None
O=C(O)CCc1c[nH]c2ccccc12,4.87,None
O=C(O)CCCCc1ccccc1,4.88,None
Cc1ccc(N[N+](=O)[O-])cc1,4.88,None
CC1CCCC(C(=O)O)C1,4.88,None
CC1CCCC(C)C1C(=O)O,4.88,None
CCCCCCCCCC(=O)O,4.89,None
CCCCCCCCCCCC(=O)O,4.89,None
O=C(O)C1CCCCC1,4.89,None
C[Si](C)(C)CCCC(=O)O,4.89,None
O=C(O)C12CCC(CC1)C2,4.89,None
CC#CC#CC=C=CC(O)CCC(=O)O,4.9,None
O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21,4.9,None
Cn1cc(O)[nH+]c1N,4.9,None
O=NC(=NO)c1ccccc1,4.9,None
C[Si](C)(C)CCC(=O)O,4.91,None
O=C(O)CCC1CCCCC1,4.59,None
C[n+]1cc(O)c2ccccc2c1,4.93,None
O=C(O)CCCC1CCCCC1,4.95,None
O=C(O)C12CC3CC(CC(C3)C1)C2,4.95,None
O=S(=O)(NBr)c1ccccc1,4.95,None
O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96,None
C[n+]1cccc(O)c1,4.96,None
CN(C)c1ccc(C(=O)O)cc1,4.96,None
C[Si](C)(CCl)CCCC(=O)O,4.97,None
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4.98,None
O=C(O)c1cc[nH]c1,4.98,None
C[Si](C)(CCCCl)CCCC(=O)O,4.98,None
O=C(O)C1CCCC1,4.99,None
N#CC(C#N)=NNc1ccccc1C(F)(F)F,5,None
CC=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,5,None
CC1=CC(=O)CC(=O)O1,5,None
Cc1ccc(C(=O)O)[nH]1,5,None
CCCCCCCCCCCCCCC(=O)O,5.01,None
CCCCCCCCCCCCCCCCCC(=O)O,5.01,None
CC(C1CC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,5.01,None
CC(C)(C)CC(=O)O,5.01,None
CC(=O)c1ccc(O)c(=O)cc1,5.01,None
CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1[O-],5.02,None
CC[Si](C)(C)CCCC(=O)O,5.02,None
CC1CC1C(=O)O,5.03,None
CCC(C)(C)C(=O)O,5.03,None
C[Si](C)(C)O[Si](C)(C)CCCC(=O)O,5.03,None
CCCCc1c(O)nc(NCC)[nH+]c1C,5.04,None
Cc1ccc(S(=O)(=O)NC(=O)OC(C)(C)C)cc1,5.05,None
NC(=O)CS(=O)(=O)NC(N)=O,5.05,None
CC(C[Si](C)(C)CCCCl)C(=O)O,5.05,None
C[Si](C)(C)CCCCCC(=O)O,5.06,None
COc1ccc2c(c1)nnn2O,5.07,None
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,5.08,None
CS(=O)(=O)NC(N)=O,5.1,None
Cc1cc[nH]c1C(=O)O,5.1,None
CC(C)=CC(=O)O,5.12,None
FC(F)(F)c1nc2ncncc2[nH]1,5.12,None
CC[NH+](CC)Cc1c(O)c(Cl)cc(Cl)c1Cl,5.13,None
CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O,5.13,None
CC1(C(=O)O)CCCCC1,5.13,None
CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,5.15,None
CC1(C)OC(=O)CC(=O)O1,5.15,None
N#CC(C#N)=NNc1cccc(Cl)c1Cl,5.15,None
Cc1nsc(S)n1,5.18,None
Nc1ccc(S(=O)(=O)Nc2cccc[n+]2[O-])cc1,5.2,None
O=C1CC(=O)CC2(CCCCC2)C1,5.2,None
CC(C(N)=O)S(=O)(=O)NC(N)=O,5.21,None
C[Si](C)(C)CC(=O)O,5.22,None
Cc1cc(O)n(-c2nc(O)cc(C)[nH+]2)n1,5.23,None
O=[N+]([O-])c1cccc(S)c1,5.24,None
O=C1CCCC(=O)C1,5.26,None
C[Si](C)(CC(=O)O)c1ccccc1,5.27,None
O=C(O)c1c[nH]c2ccccc12,5.27,None
O=C(O)c1ccc[nH+]c1[O-],5.28,None
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,5.3,None
CCC1C(=O)C=C(C)OC1=O,5.3,None
O=NC(Cc1ccccc1)=NO,5.3,None
CC(=O)c1ccc(S)cc1,5.33,None
CC(=Cc1ccccc1)CC(=O)O,5.35,None
Cc1cc(C(=O)O)c[nH]1,5.35,None
CC(=O)NS(=O)(=O)c1ccc(N)cc1,5.35,None
Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1,5.37,None
C(COCCc1nnn[nH]1)OCCc1nnn[n-]1,5.37,None
CC1(C)SC(=S)NC1=O,5.38,None
CC[Si](C)(C)CC(=O)O,5.4,None
O=c1ccccc(O)c1,5.4,None
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.4,None
NC(=O)NS(=O)(=O)c1ccc(N)cc1,5.41,None
C[n+]1cc(O)cc2ccccc21,5.42,None
O=Nc1c(O)ccc2ncsc12,5.43,None
CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.44,None
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5.46,None
CCOC(=O)C(=NO)C(=O)OCC,5.48,None
NC(=O)CCCc1ccccn1,5.48,None
Cc1cc(O)n(-c2nc(O)c(C)c(C)[nH+]2)n1,5.5,None
O=C1CCC(C2CCCCC2)C(=O)C1,5.5,None
O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O,5.5,None
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,5.5,None
Cc1nnn[nH]1,5.52,None
C[n+]1cccc2ccc(O)cc21,5.56,None
CCc1nnn[nH]1,5.59,None
CC1C(=O)CC(C)(C)CC1=O,5.6,None
Nc1c2ccccc2[nH+]c2cccc(O)c12,5.61,None
CCCc1nnn[nH]1,5.61,None
CC1CC(C)C(=O)CC1=O,5.62,None
O=C1CC(=O)c2ccccc2O1,5.64,None
C[NH+](C)Cc1cc(-c2ccccc2)cc(C[NH+](C)C)c1O,5.65,None
C[n+]1nc(O)ccc1[O-],5.65,None
CCC[Si](C)(CCC)CC(=O)O,5.65,None
Oc1c(Cl)cc(Cl)cc1C[NH+]1CCOCC1,5.67,None
CCC1(CC)OC(=O)NC1=O,5.7,None
O=S(=O)(Nc1nccs1)c1ccccc1,5.73,None
CC[NH+](CC)Cc1cc([N+](=O)[O-])ccc1O,5.75,None
CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1O,5.75,None
O=C1Cc2c1ccc(O)c2Br,5.75,None
Cn1c(-c2ccccc2O)[nH+]c2ccccc21,5.76,None
[O-][n+]1ccc(O)cc1,5.76,None
Sc1cccc(Cl)c1,5.76,None
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCCOCC2)c1,5.77,None
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCC2)c1,5.79,None
CC(=O)C(C)C(C)(C)C(=O)O,5.79,None
CC1=CC(C)=Nc2ccc(C)cc2N1,5.8,None
CC(N=O)=NO,5.8,None
CCC(N=O)=NO,5.8,None
Sc1ccc(Br)cc1,5.8,None
Cc1[nH]ccc1C(=O)O,5.8,None
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],5.8,None
COC(C)=CC(=O)O,5.81,None
Sc1ccc(Cl)cc1,5.82,None
O=CC1CCCC1=O,5.83,None
N#CC(C#N)=NNc1ccccc1Cl,5.84,None
